path,tracked_status,ignored_status,file_type,extension,size_bytes,sha256,lfs_tracked,referenced_by_count,referenced_by,producer,consumer,classification,proposed_action,justification,risk_level,immutable,content_may_change,notes
output/visualisasi/hashtag_by_community/hcc_134_hashtags_per_account.png,tracked,not_ignored,image/png,.png,294674,4322bdefe8384172e25c386bb3d8d71f6911cfee4f2698c1fae4f7be90a9cae4,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_14_hashtags_frequency.png,tracked,not_ignored,image/png,.png,299832,b6321ee7d01d7fb36502f8d7de7ae8b89198f817204e0e21689fc534be4d157b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_14_hashtags_per_account.png,tracked,not_ignored,image/png,.png,291478,f00a75e0cdc46bcfaf2518b6563cb47c66ab96fd56e60a6de1aee082f0a2a9db,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_150_hashtags_frequency.png,tracked,not_ignored,image/png,.png,481401,666ccad862e852b74d2cca59db87157a160a2b49828b47009d8f884b2128ab46,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_150_hashtags_per_account.png,tracked,not_ignored,image/png,.png,475089,19d8b7cf8ef0c9092a7f163f5832aa48a79f97449c658c04157ab3a2db2a7d75,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_15_hashtags_frequency.png,tracked,not_ignored,image/png,.png,109139,7a87c577544802eba258af3bafa7a744109a8bf5bc0dd680c5449733c6890081,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_15_hashtags_per_account.png,tracked,not_ignored,image/png,.png,102570,3c8f39c11495786bd828e6364b6cfa0f5b46e7c5dc2cf46d47217d62f6d0f880,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_168_hashtags_frequency.png,tracked,not_ignored,image/png,.png,239250,399ba32205a1d24cb40788cb2769cca62b4bdfe200397b937524976208096976,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_168_hashtags_per_account.png,tracked,not_ignored,image/png,.png,234921,90ff87f5547ea5cb26a2cce327b807f3c2a500293271cd18d2061cfab9c1fa43,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_16_hashtags_frequency.png,tracked,not_ignored,image/png,.png,178943,fecc3125da9b87a961b11085ee41a26eca6dbb54dd0350b557504061a24018ba,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_16_hashtags_per_account.png,tracked,not_ignored,image/png,.png,173172,eb14af7862f8126018d3d1803796ecc489f9869461359f847faa5df358d31d1e,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_17_hashtags_frequency.png,tracked,not_ignored,image/png,.png,387912,bbdd71ca92f5b5167f5c2456996523f2255c7d7e99c1733c5afc62c2ccbb9e58,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_17_hashtags_per_account.png,tracked,not_ignored,image/png,.png,385298,1096457416bd7c0bf228ff403716ceb7691b4fc0f379f10fb610190f95964f32,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_180_hashtags_frequency.png,tracked,not_ignored,image/png,.png,123643,3a2d3d301a73a386c3e0acb7d68aa471977cd403482eb89a1cb1eee467ae6794,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_180_hashtags_per_account.png,tracked,not_ignored,image/png,.png,118843,124e325579fa9fc978a73b5acb4c1656608d4812c4ab8aa5e7209b15e7f202ff,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_181_hashtags_frequency.png,tracked,not_ignored,image/png,.png,164673,3bbf5ad976a1831093d8982028aab553fc9171a6846940c3bfe399ad55a9afed,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_181_hashtags_per_account.png,tracked,not_ignored,image/png,.png,158740,887ca898520586402f5fe54e21123a052e66639911e876bb8b1ebf9f77e93cc8,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_182_hashtags_frequency.png,tracked,not_ignored,image/png,.png,82216,70b77e6e6fa314a069e73ef94c587b4379b00f9791eb6e647283b02dd41fe6d0,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_182_hashtags_per_account.png,tracked,not_ignored,image/png,.png,75834,34be7e5c8269906c3246f448c7783a43389c52c792698774b60a7e3758bf1537,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_183_hashtags_frequency.png,tracked,not_ignored,image/png,.png,95754,20201fbf9d4a085a860424e9334bb6821f1313972785cfff6c176661248f39e0,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_183_hashtags_per_account.png,tracked,not_ignored,image/png,.png,88808,20a89e983bbb07c878f3bb0efcb2c8d40bb1fdb5e33199f3e8217f45fed1ce71,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_18_hashtags_frequency.png,tracked,not_ignored,image/png,.png,139802,227d971f8bfef53289d1c41cf40c0654c253d479ae0eda529461527519686366,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_18_hashtags_per_account.png,tracked,not_ignored,image/png,.png,133167,6a9aa2163e9025882d0577f8b307054c3554950850e5565cd369c72c1becfb32,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_191_hashtags_frequency.png,tracked,not_ignored,image/png,.png,155168,6c76855862b1bbd0dd5f59215a1aa6b97919777a2fc3c2c879391b5aa7d71ffb,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_191_hashtags_per_account.png,tracked,not_ignored,image/png,.png,150935,d4649dc9b5b39e4f458b10aba91ec7c21f391641a3ad36bf9902df8cc6b11e88,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_1_hashtags_frequency.png,tracked,not_ignored,image/png,.png,485279,13428d80e9c6d896b1e3dd4f456f51d3b72355d9645ae53b7a41681ad8212e98,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_1_hashtags_per_account.png,tracked,not_ignored,image/png,.png,480463,26abc84c126e028ef449acb1125851462b8ec1fe1b4d4c60ed94239a304f35a6,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_204_hashtags_frequency.png,tracked,not_ignored,image/png,.png,262842,ae4d1bddb3ef6d17bccaa15bb2fef4550e5e9f7833324fd5a7501257634c7b7b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_204_hashtags_per_account.png,tracked,not_ignored,image/png,.png,260060,023de25d36067a163b1892eb23bea83ef9845b6fecf97d64cef54e8de2b1845b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_205_hashtags_frequency.png,tracked,not_ignored,image/png,.png,183950,e214a6775a2a0f381126f2214cf8478f42752a4e51c308938153202174d48eea,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_205_hashtags_per_account.png,tracked,not_ignored,image/png,.png,181266,1e65c2ab118e701ce772231829efe265197a3a5d60056fa4d46a254e2ec40b98,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_206_hashtags_frequency.png,tracked,not_ignored,image/png,.png,131877,f4188f9956267ee22de95727fed8558af9d0ed44915a3a6999439ad3e5c8da5c,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_206_hashtags_per_account.png,tracked,not_ignored,image/png,.png,127530,3e48b886e1f1ce5f85d6d33f1d2e8b379234e50568ae355fec677595b7aa2730,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_20_hashtags_frequency.png,tracked,not_ignored,image/png,.png,346364,22d3c2c82d1d931c9d9548b525059935d5a4bb0bf9fd565783eb96ed4eef7e6b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_20_hashtags_per_account.png,tracked,not_ignored,image/png,.png,341760,f053b2b62100aee52cf3d31ec53f25675aded096d112b52db32d9bab48ecd636,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_2_hashtags_frequency.png,tracked,not_ignored,image/png,.png,127738,09b92d550c294ff8e182f1d222887d445e7636f0e8aaeb4de3a9a94220f7ec07,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_2_hashtags_per_account.png,tracked,not_ignored,image/png,.png,127455,01cb4fc6f298d619a26c338a733d9b7fe10bfeb7bbf8a0d9dd29170ceee74f66,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_34_hashtags_frequency.png,tracked,not_ignored,image/png,.png,332222,d68ddf86a6452ae91824e48c06bea07dee58b6aeb7c335c02cef9baf8d82f742,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_34_hashtags_per_account.png,tracked,not_ignored,image/png,.png,327566,a135554ddca43898c4b864337128e4da3cf7e4499960d3efbec78acaf55e6d18,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_3_hashtags_frequency.png,tracked,not_ignored,image/png,.png,222897,80fe795e7320adf1629eda8d86b9ccd587c65a1f3c3d337621d66fa7e1ccd2bc,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_3_hashtags_per_account.png,tracked,not_ignored,image/png,.png,217222,2997a4042a4926331124c374882cb4ab3dc0e83fa368ee10fa44ed207d321c52,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_42_hashtags_frequency.png,tracked,not_ignored,image/png,.png,243200,a1a825be7c120d31ca84d9213deb70da4291481a5a8b94d3ad1725dffe0c9061,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_42_hashtags_per_account.png,tracked,not_ignored,image/png,.png,238925,7353df3845dfa25f49bbce166dd36dcfa144edf244841500e04db6f8f711e622,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_45_hashtags_frequency.png,tracked,not_ignored,image/png,.png,348967,8572ded65433cf0c9fa68efb1013bd30ddc4c0f9a99b2e415588acb62cefe0ab,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_45_hashtags_per_account.png,tracked,not_ignored,image/png,.png,346256,91c7dcccab86cde71bbdaa2caafcf59da1fe375190be9bdff72469b6fd35b628,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_46_hashtags_frequency.png,tracked,not_ignored,image/png,.png,191572,6c68ab1c621a224eb57c337a1536c324364e2e4908f17f122068e679ecd33eb2,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_46_hashtags_per_account.png,tracked,not_ignored,image/png,.png,184235,22bb62f4a1f4fa16ccf257224c5504e89ac8d0e3a7715e4a9a47fcf73e8a016b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_48_hashtags_frequency.png,tracked,not_ignored,image/png,.png,349829,6dc8c508840fb37342733280ee8e64e4c3f8edb587ab8f1aff6e130afadf65af,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_48_hashtags_per_account.png,tracked,not_ignored,image/png,.png,344133,c22ab625534a391732870fe2841baca8a70462591ab864693f31c0cccf37543c,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_49_hashtags_frequency.png,tracked,not_ignored,image/png,.png,381789,4ded1a98eca07026e5747b68448e7e9f1d519eaefaf259606772ac1b368e287c,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_49_hashtags_per_account.png,tracked,not_ignored,image/png,.png,376566,a857f8e1cac57787ddfce5a1f2b8b6a75cad2769dd82695d2d17a94c2d32ffe1,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_50_hashtags_frequency.png,tracked,not_ignored,image/png,.png,193130,e2983c3ee6f3c0e8488baf6f18a8bcd1d6450d60799c96ffd4c25fb58ec4e9f7,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_50_hashtags_per_account.png,tracked,not_ignored,image/png,.png,186032,071386155773dc92a48706502d0353a24d98de1eabf30dbf3485b6d9d498352a,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_52_hashtags_frequency.png,tracked,not_ignored,image/png,.png,472264,781fb1351a0482a01e80c3a380d235a734eb5956c1cf7f608a7502b4dcc4d273,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_52_hashtags_per_account.png,tracked,not_ignored,image/png,.png,469424,56e70f11bb4caddfd2c2584824e48d6dbedcbba33d88001d00e045f7aafb12a0,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_54_hashtags_frequency.png,tracked,not_ignored,image/png,.png,486188,f2c3a2069e990638e9715354dba04ef6e5bbe3528cf8bfeb2ca2772bcbd78019,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_54_hashtags_per_account.png,tracked,not_ignored,image/png,.png,484720,c1e190f232ba7ef2fe2cd780c93b3b8437a08a5f94401fdbfd8f87af05743078,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_5_hashtags_frequency.png,tracked,not_ignored,image/png,.png,284272,1ef1557512744dfd8bed072166ce112fb5b47cda5ba1c6ec54868f97dcde5fe0,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_5_hashtags_per_account.png,tracked,not_ignored,image/png,.png,282710,10859c0f9953056b9b01a5e84229e4997ffab582069f1f5679e51e087de97224,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_60_hashtags_frequency.png,tracked,not_ignored,image/png,.png,410050,db7ec16e5f8ed1bbb3e5f988fac08b6b15834b4e6c699646cbd1ab171762e11b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_60_hashtags_per_account.png,tracked,not_ignored,image/png,.png,405122,e6aea78e5dd3fe1708cf7ecc834ee99aaf2059593fbfb3a1a6cc7a5d3205c591,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_63_hashtags_frequency.png,tracked,not_ignored,image/png,.png,505071,2efeb9a3044bf75f1e844f37e85347be321de1e8a2d3abf189e367f41187d8b1,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_63_hashtags_per_account.png,tracked,not_ignored,image/png,.png,509775,6511149af789a7eba3c9a35bba0a6532ee77d4719f61603b3be603f18f17e257,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_74_hashtags_frequency.png,tracked,not_ignored,image/png,.png,308055,4a903f7517d606f20887c42e8348452cacc79e2418916705a6fad41fb800841b,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_74_hashtags_per_account.png,tracked,not_ignored,image/png,.png,303182,c09c0d938194e5da92fe3c5c7eab57415a8cd61abd02577b0432431fb30f3848,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_75_hashtags_frequency.png,tracked,not_ignored,image/png,.png,159182,8f883f3d99536622eae486bec066821461bad44efb432adc4762bbdac245b9bb,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_75_hashtags_per_account.png,tracked,not_ignored,image/png,.png,154496,462a8d747035b333b14e2ffdc5a97ba2745480b15073c2ee82052b527c5a176a,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_87_hashtags_frequency.png,tracked,not_ignored,image/png,.png,163149,200d4f1b88f6f79fc2993151830b22a7941faea6e963d2a1e0f06f0fa187bcaf,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_87_hashtags_per_account.png,tracked,not_ignored,image/png,.png,157548,7d0d88b18a7fb41ed6acc32b89c13b09bb4fd264df3f8cc4a720dd267e1a9785,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_90_hashtags_frequency.png,tracked,not_ignored,image/png,.png,310625,a7b83ddd3eddb10227751b53143746b2539b7d19ad745c75f6b640d48f5c1600,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_90_hashtags_per_account.png,tracked,not_ignored,image/png,.png,305726,5ed9db1444c29d0c98e4bc91b5b8130612334f629b18c85068a82057094fee25,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_99_hashtags_frequency.png,tracked,not_ignored,image/png,.png,150729,fddcf3c889e11c1bccce6f82400f300a1fbc876c2cc15591e06819ca2935cf6e,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
output/visualisasi/hashtag_by_community/hcc_99_hashtags_per_account.png,tracked,not_ignored,image/png,.png,144886,cf93690184f580f1637baa1b881e2b47e9f99588062c3f479a0bb22fb89c6b0c,False,0,,RM1 pipeline,RM1/RM2 downstream,FROZEN_RESEARCH_ARTIFACT,Keep,Classified from path pattern as FROZEN_RESEARCH_ARTIFACT.,HIGH,True,False,
